Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Month
3219,CA-2017-104640,10-11-2017,16-11-2017,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,430.8800049,2,0,124.9552002,2017-11
3220,US-2015-137008,02-10-2015,08-10-2015,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,94.84999847,5,0,45.52799988,2015-10
3221,US-2015-137008,02-10-2015,08-10-2015,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51.11999893,4,0,23.00399971,2015-10
3222,US-2015-137008,02-10-2015,08-10-2015,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,1,0,32.40000153,2015-10
3223,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.407999992,2,0.200000003,3.410399914,2014-10
3224,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.671999931,2,0.200000003,1.460000038,2014-10
3225,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.3999939,2,0.200000003,107.4599991,2014-10
3226,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.76799965,6,0.200000003,4.628399849,2014-10
3227,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.35999966,2,0.200000003,-3.263999939,2014-10
3228,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.3760071,3,0.200000003,20.15789986,2014-10
3229,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.159999847,1,0.200000003,-0.089500003,2014-10
3230,CA-2014-154641,11-08-2014,16-08-2014,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.3399963,1,0,18.7670002,2014-08
3231,CA-2017-131625,01-09-2017,05-09-2017,Second Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9000015,5,0,39.06600189,2017-09
3232,US-2017-156356,16-04-2017,22-04-2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.04599953,3,0.800000012,-44.27819824,2017-04
3233,US-2017-156356,16-04-2017,22-04-2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.895999908,1,0.800000012,-4.778399944,2017-04
3234,US-2017-156356,16-04-2017,22-04-2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.54399872,2,0.200000003,-7.729199886,2017-04
3235,CA-2016-138933,24-04-2016,27-04-2016,First Class,JL-15130,Jack Lebron,Consumer,United States,Riverside,California,92503,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.983999968,1,0.200000003,1.394400001,2016-04
3236,CA-2016-140746,15-01-2016,15-01-2016,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.7969971,1,0.300000012,-15.58259964,2016-01
3237,CA-2016-146836,02-05-2016,02-05-2016,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,44.93999863,3,0,12.58320045,2016-05
3238,CA-2016-146836,02-05-2016,02-05-2016,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,45.57600021,3,0.200000003,15.95160007,2016-05
3239,US-2016-127971,20-11-2016,27-11-2016,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.4299927,5,0.300000012,-77.33300018,2016-11
3240,US-2016-127971,20-11-2016,27-11-2016,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,122.9199982,7,0.200000003,46.09500122,2016-11
3241,US-2016-127971,20-11-2016,27-11-2016,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,7.06799984,3,0.600000024,-2.827199936,2016-11
3242,US-2016-140809,01-02-2016,03-02-2016,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45000076,5,0,14.67700005,2016-02
3243,CA-2017-114524,31-03-2017,05-04-2017,Second Class,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",13.46800041,13,0.800000012,-22.89559937,2017-03
3244,CA-2017-113355,01-12-2017,05-12-2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,219.8000031,5,0.200000003,24.72750092,2017-12
3245,CA-2017-113355,01-12-2017,05-12-2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.0580139,3,0.300000012,-18.11759949,2017-12
3246,US-2017-140907,10-12-2017,12-12-2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08000183,3,0,4.907999992,2017-12
3247,US-2017-140907,10-12-2017,12-12-2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.8999939,5,0,38.98799896,2017-12
3248,US-2017-140907,10-12-2017,12-12-2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,18.23999977,3,0,5.289599895,2017-12
3249,CA-2016-159730,17-09-2016,21-09-2016,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.8880005,2,0.200000003,9.965200424,2016-09
3250,CA-2016-159730,17-09-2016,21-09-2016,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10002085,Technology,Phones,Clarity 53712,105.5839996,2,0.200000003,7.918799877,2016-09
3251,CA-2016-157868,23-12-2016,29-12-2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Grand Rapids,Michigan,49505,Central,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85000038,7,0,11.67949963,2016-12
3252,CA-2017-119389,17-04-2017,19-04-2017,First Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.31200027,3,0.200000003,5.277299881,2017-04
3253,CA-2017-110373,27-10-2017,30-10-2017,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056000233,3,0.200000003,2.204999924,2017-10
3254,CA-2017-110373,27-10-2017,30-10-2017,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,27.18400002,2,0.200000003,2.038800001,2017-10
3255,CA-2016-155474,08-07-2016,14-07-2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,107.9840012,1,0.200000003,9.448599815,2016-07
3256,CA-2016-155474,08-07-2016,14-07-2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.29599953,3,0.200000003,6.03000021,2016-07
3257,CA-2015-155453,09-08-2015,14-08-2015,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.607999802,2,0.200000003,1.670400023,2015-08
3258,US-2016-161844,09-12-2016,14-12-2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.97399902,3,0.400000006,-29.32379913,2016-12
3259,US-2016-161844,09-12-2016,14-12-2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946000099,2,0.699999988,-2.062200069,2016-12
3260,US-2016-162103,13-11-2016,17-11-2016,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.135999918,2,0.800000012,-4.703999996,2016-11
3261,CA-2014-151554,14-11-2014,15-11-2014,First Class,CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,77506,Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.73600006,4,0.200000003,7.257599831,2014-11
3262,CA-2014-140662,17-11-2014,19-11-2014,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98000336,2,0,7.998400211,2014-11
3263,CA-2014-140662,17-11-2014,19-11-2014,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,733.9500122,7,0,352.29599,2014-11
3264,CA-2014-140662,17-11-2014,19-11-2014,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.4400024,3,0,72.43199921,2014-11
3265,CA-2016-122518,04-03-2016,08-03-2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,33180,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.07999992,4,0.200000003,3.528000116,2016-03
3266,US-2014-126571,11-10-2014,15-10-2014,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281.9039917,2,0.200000003,10.57139969,2014-10
3267,US-2014-126571,11-10-2014,15-10-2014,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,201.4320068,3,0.200000003,67.98329926,2014-10
3268,CA-2014-143840,22-05-2014,29-05-2014,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.9799957,2,0,33.99499893,2014-05
3269,CA-2014-143840,22-05-2014,29-05-2014,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95000076,1,0,12.58600044,2014-05
3270,CA-2014-115980,15-07-2014,19-07-2014,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.970000029,3,0,1.306800008,2014-07
3271,CA-2014-115980,15-07-2014,19-07-2014,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.539999962,3,0,2.681400061,2014-07
3272,CA-2015-155145,27-12-2015,29-12-2015,Second Class,KN-16450,Kean Nguyen,Corporate,United States,Visalia,California,93277,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.920000076,8,0,3.4848001,2015-12
3273,CA-2015-146038,09-02-2015,16-02-2015,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.9199982,5,0.200000003,22.94099998,2015-02
3274,CA-2017-133865,08-05-2017,12-05-2017,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.951904,6,0.200000003,1049.984985,2017-05
3275,CA-2017-116358,02-11-2017,06-11-2017,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.23999977,3,0,9.119999886,2017-11
3276,CA-2017-116358,02-11-2017,06-11-2017,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78000069,6,0,9.16740036,2017-11
3277,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,22.95999908,7,0,7.57679987,2014-04
3278,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,28.98999977,1,0,8.407099724,2014-04
3279,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96000004,2,0,6.350399971,2014-04
3280,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,22.95999908,7,0,6.658400059,2014-04
3281,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.049805,5,0,83.28099823,2014-04
3282,US-2014-117170,17-09-2014,24-09-2014,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.98400116,2,0.200000003,13.19559956,2014-09
3283,US-2014-117170,17-09-2014,24-09-2014,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.624000072,1,0.200000003,1.676200032,2014-09
3284,CA-2014-159478,30-09-2014,06-10-2014,Standard Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.23999977,3,0,5.181600094,2014-09
3285,CA-2014-103702,12-09-2014,17-09-2014,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",63.92399979,7,0.699999988,-46.87760162,2014-09
3286,CA-2017-150525,20-02-2017,25-02-2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,OFF-AR-10002375,Office Supplies,Art,Newell 351,6.559999943,2,0,1.902400017,2017-02
3287,CA-2017-150525,20-02-2017,25-02-2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,13.10999966,3,0,3.408600092,2017-02
3288,CA-2015-157770,13-12-2015,15-12-2015,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,494.3760071,3,0.200000003,49.43759918,2015-12
3289,CA-2015-157770,13-12-2015,15-12-2015,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.20000076,5,0.200000003,9.854999542,2015-12
3290,CA-2015-157770,13-12-2015,15-12-2015,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.8500061,5,0,27.37350082,2015-12
3291,CA-2015-157770,13-12-2015,15-12-2015,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24000168,1,0,15.2208004,2015-12
3292,CA-2016-167290,30-10-2016,04-11-2016,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,11.68000031,2,0,3.503999949,2016-10
3293,CA-2014-106264,26-12-2014,30-12-2014,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.90999985,3,0,0.119099997,2014-12
3294,CA-2014-106264,26-12-2014,30-12-2014,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.480000019,2,0,1.113600016,2014-12
3295,CA-2014-138023,15-08-2014,18-08-2014,First Class,KH-16510,Keith Herrera,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,30.95999908,8,0.800000012,-52.63199997,2014-08
3296,CA-2017-113418,01-10-2017,03-10-2017,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.890015,11,0,767.2005005,2017-10
3297,US-2015-110569,23-05-2015,30-05-2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.19400024,7,0.699999988,-12.79599953,2015-05
3298,US-2015-110569,23-05-2015,30-05-2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.7919998,4,0.200000003,13.70160007,2015-05
3299,CA-2017-136308,16-11-2017,16-11-2017,Same Day,MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,94122,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.975952,3,0.200000003,215.9972992,2017-11
3300,US-2014-159926,18-11-2014,22-11-2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,50.99700165,1,0.699999988,-40.79759979,2014-11
3301,US-2014-159926,18-11-2014,22-11-2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,76.79199982,1,0.200000003,-16.31830025,2014-11
3302,US-2014-159926,18-11-2014,22-11-2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,539.9639893,6,0.400000006,-107.9927979,2014-11
3303,US-2014-159926,18-11-2014,22-11-2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.31200027,3,0.200000003,5.277299881,2014-11
3304,US-2014-159926,18-11-2014,22-11-2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.944000006,3,0.699999988,-1.425600052,2014-11
3305,CA-2014-104738,30-12-2014,01-01-2015,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,12.98400021,3,0.200000003,4.706699848,2014-12
3306,CA-2014-104738,30-12-2014,01-01-2015,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.5839996,2,0.200000003,19.03860092,2014-12
3307,CA-2014-104738,30-12-2014,01-01-2015,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,328.776001,3,0.200000003,28.76790047,2014-12
3308,CA-2014-104738,30-12-2014,01-01-2015,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286000013,3,0.800000012,-3.657599926,2014-12
3309,CA-2014-104738,30-12-2014,01-01-2015,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.98400116,2,0.200000003,14.39519978,2014-12
3310,CA-2015-144386,05-11-2015,11-11-2015,Standard Class,GT-14635,Grant Thornton,Corporate,United States,New York City,New York,10009,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.34399986,6,0.200000003,8.870400429,2015-11
3311,CA-2016-111416,17-09-2016,22-09-2016,Standard Class,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,232.3999939,5,0.200000003,78.43499756,2016-09
3312,CA-2016-162747,20-03-2016,25-03-2016,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Gulfport,Mississippi,39503,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.44999695,7,0,38.0379982,2016-03
3313,US-2014-133130,27-09-2014,01-10-2014,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.9199829,5,0.200000003,45.29399872,2014-09
3314,US-2014-133130,27-09-2014,01-10-2014,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,81.98000336,2,0,40.17020035,2014-09
3315,CA-2017-169978,24-12-2017,28-12-2017,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Oceanside,New York,11572,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.7640076,2,0.100000001,48.31359863,2017-12
3316,CA-2017-169978,24-12-2017,28-12-2017,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Oceanside,New York,11572,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",14.3760004,3,0.200000003,4.851900101,2017-12
3317,CA-2017-161739,10-11-2017,15-11-2017,Second Class,EB-13750,Edward Becker,Corporate,United States,Round Rock,Texas,78664,Central,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,341.9599915,5,0.600000024,-427.4500122,2017-11
3318,CA-2015-165057,11-09-2015,15-09-2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,92374,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.3500061,9,0,48.96450043,2015-09
3319,CA-2015-165057,11-09-2015,15-09-2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,92374,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.640000343,3,0,4.23360014,2015-09
3320,CA-2014-134551,20-12-2014,25-12-2014,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.51200104,7,0.200000003,3.807300091,2014-12
3321,CA-2014-134551,20-12-2014,25-12-2014,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.8800049,3,0.200000003,74.5739975,2014-12
3322,CA-2014-134551,20-12-2014,25-12-2014,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92000008,5,0.200000003,9.07199955,2014-12
